session_id,user_id,session_start,session_date,channel,campaign,device,country,browser,is_new_user,page_views,duration_seconds,bounced,converted,session_cost_usd
S0023662,U009355,2025-04-01 13:38:15,2025-04-01,Direct,,mobile,France,Chrome,False,1,29,True,False,0.0
S0023663,U008635,2025-04-01 16:19:44,2025-04-01,Referral,,mobile,France,Chrome,False,1,145,True,False,0.0
S0023664,U008769,2025-04-01 11:04:41,2025-04-01,Direct,,desktop,USA,Edge,False,2,234,False,False,0.0
S0023665,U014524,2025-04-01 15:07:35,2025-04-01,Direct,,desktop,Belgium,Chrome,True,7,141,False,False,0.0
S0023666,U008620,2025-04-01 11:19:51,2025-04-01,Direct,,mobile,France,Safari,True,1,238,True,False,0.0
S0023667,U009021,2025-04-01 17:55:59,2025-04-01,Social,fb_retargeting,mobile,UK,Chrome,False,1,141,True,False,0.51
S0023668,U004324,2025-04-01 10:11:56,2025-04-01,Social,ig_lookalike,tablet,USA,Safari,False,6,169,False,False,0.84
S0023669,U001791,2025-04-01 17:12:52,2025-04-01,Organic Search,,mobile,Germany,Firefox,True,1,147,True,False,0.0
S0023670,U004230,2025-04-01 19:00:32,2025-04-01,Direct,,mobile,USA,Chrome,False,1,190,True,False,0.0
S0023671,U001577,2025-04-01 10:10:31,2025-04-01,Social,tiktok_brand,mobile,Spain,Chrome,True,7,97,False,False,0.48
S0023672,U008628,2025-04-01 11:21:00,2025-04-01,Organic Search,,mobile,France,Safari,True,3,71,False,False,0.0
S0023673,U000919,2025-04-01 06:44:49,2025-04-01,Direct,,desktop,Spain,Chrome,True,1,132,True,False,0.0
S0023674,U006867,2025-04-01 17:29:05,2025-04-01,Paid Search,competitor,desktop,France,Safari,True,1,10,True,False,1.56
S0023675,U002515,2025-04-01 11:23:31,2025-04-01,Organic Search,,mobile,France,Chrome,True,1,42,True,False,0.0
S0023676,U008059,2025-04-01 23:53:54,2025-04-01,Social,tiktok_brand,mobile,USA,Samsung Internet,False,1,192,True,False,0.64
S0023677,U006100,2025-04-01 19:25:50,2025-04-01,Email,post_purchase,desktop,France,Firefox,True,2,550,False,False,0.0
S0023678,U012204,2025-04-01 05:56:50,2025-04-01,Social,tiktok_brand,tablet,USA,Chrome,True,1,129,True,False,1.09
S0023679,U006275,2025-04-01 09:15:24,2025-04-01,Organic Search,,mobile,USA,Safari,True,3,201,False,False,0.0
S0023680,U004133,2025-04-01 13:37:30,2025-04-01,Direct,,mobile,France,Chrome,False,1,275,True,False,0.0
S0023681,U014053,2025-04-01 13:21:07,2025-04-01,Organic Search,,desktop,France,Safari,True,4,77,False,False,0.0
S0023682,U014958,2025-04-01 12:55:27,2025-04-01,Social,fb_prospecting,mobile,France,Samsung Internet,True,1,124,True,False,0.97
S0023683,U010607,2025-04-01 23:10:45,2025-04-01,Social,fb_prospecting,mobile,France,Safari,False,1,8,True,False,1.05
S0023684,U004322,2025-04-01 04:17:10,2025-04-01,Direct,,tablet,France,Firefox,True,3,169,False,False,0.0
S0023685,U009289,2025-04-01 23:41:43,2025-04-01,Social,fb_retargeting,desktop,USA,Chrome,True,5,200,False,False,0.74
S0023686,U011213,2025-04-01 09:07:13,2025-04-01,Social,ig_lookalike,mobile,UK,Chrome,False,4,33,False,False,1.02
S0023687,U013036,2025-04-01 18:37:13,2025-04-01,Display,youtube_brand,mobile,France,Chrome,True,1,123,True,False,0.27
S0023688,U009300,2025-04-01 16:42:35,2025-04-01,Direct,,mobile,USA,Safari,False,4,36,False,False,0.0
S0023689,U010373,2025-04-01 06:34:22,2025-04-01,Social,ig_lookalike,mobile,USA,Safari,False,1,106,True,False,0.79
S0023690,U001406,2025-04-01 12:08:57,2025-04-01,Organic Search,,mobile,UK,Chrome,False,1,106,True,False,0.0
S0023691,U001577,2025-04-01 19:27:55,2025-04-01,Organic Search,,mobile,Germany,Chrome,True,1,89,True,False,0.0
S0023692,U005367,2025-04-01 22:04:43,2025-04-01,Organic Search,,mobile,USA,Chrome,False,3,14,False,True,0.0
S0023693,U004267,2025-04-01 11:58:15,2025-04-01,Direct,,desktop,Germany,Safari,True,14,44,False,False,0.0
S0023694,U007318,2025-04-01 12:50:45,2025-04-01,Organic Search,,mobile,Spain,Chrome,True,1,184,True,False,0.0
S0023695,U008197,2025-04-01 09:54:41,2025-04-01,Referral,,desktop,France,Chrome,True,1,136,True,False,0.0
S0023696,U013034,2025-04-01 12:30:59,2025-04-01,Organic Search,,desktop,USA,Chrome,True,1,52,True,False,0.0
S0023697,U008269,2025-04-01 13:59:04,2025-04-01,Direct,,mobile,France,Firefox,True,3,59,False,False,0.0
S0023698,U009334,2025-04-01 15:54:13,2025-04-01,Organic Search,,tablet,UK,Firefox,False,4,214,False,False,0.0
S0023699,U011462,2025-04-01 12:21:33,2025-04-01,Direct,,tablet,Italy,Chrome,True,4,221,False,False,0.0
S0023700,U014431,2025-04-01 15:32:42,2025-04-01,Direct,,mobile,Germany,Chrome,False,3,17,False,False,0.0
S0023701,U010177,2025-04-01 18:04:57,2025-04-01,Referral,,desktop,Belgium,Chrome,False,3,489,False,False,0.0
S0023702,U004443,2025-04-01 11:30:06,2025-04-01,Paid Search,brand_search,desktop,France,Chrome,True,2,151,False,False,1.83
S0023703,U013597,2025-04-01 23:54:55,2025-04-01,Referral,,tablet,France,Chrome,True,2,47,False,False,0.0
S0023704,U008764,2025-04-01 18:54:42,2025-04-01,Direct,,desktop,Belgium,Chrome,False,5,87,False,False,0.0
S0023705,U008013,2025-04-01 01:33:11,2025-04-01,Direct,,mobile,USA,Edge,True,1,165,True,False,0.0
S0023706,U013774,2025-04-01 07:12:12,2025-04-01,Organic Search,,desktop,France,Edge,False,1,98,True,False,0.0
S0023707,U003264,2025-04-01 11:23:33,2025-04-01,Organic Search,,desktop,France,Edge,False,1,352,True,False,0.0
S0023708,U000241,2025-04-01 07:44:29,2025-04-01,Direct,,desktop,France,Firefox,False,1,21,True,False,0.0
S0023709,U011255,2025-04-01 16:51:01,2025-04-01,Email,abandoned_cart,desktop,France,Chrome,True,2,89,False,False,0.0
S0023710,U008965,2025-04-01 11:53:03,2025-04-01,Direct,,mobile,France,Edge,False,1,89,True,False,0.0
S0023711,U007462,2025-04-01 14:42:24,2025-04-01,Social,fb_prospecting,desktop,Belgium,Firefox,True,2,129,False,False,0.29
S0023712,U011315,2025-04-01 08:08:09,2025-04-01,Social,tiktok_brand,mobile,Italy,Chrome,False,3,45,False,False,0.48
S0023713,U003519,2025-04-01 10:59:20,2025-04-01,Organic Search,,tablet,France,Chrome,True,1,73,True,False,0.0
S0023714,U006718,2025-04-01 14:38:55,2025-04-01,Organic Search,,mobile,Spain,Firefox,False,3,123,False,False,0.0
S0023715,U009916,2025-04-01 12:10:37,2025-04-01,Paid Search,competitor,mobile,Spain,Chrome,False,5,37,False,False,2.03
S0023716,U014134,2025-04-01 17:02:14,2025-04-01,Organic Search,,mobile,Belgium,Safari,True,3,19,False,False,0.0
S0023717,U007303,2025-04-01 06:52:03,2025-04-01,Social,fb_retargeting,desktop,France,Chrome,False,1,142,True,False,0.76
S0023718,U012570,2025-04-01 02:02:02,2025-04-01,Email,abandoned_cart,desktop,Germany,Chrome,False,1,202,True,False,0.0
S0023719,U007130,2025-04-01 12:21:20,2025-04-01,Organic Search,,mobile,France,Chrome,False,1,91,True,False,0.0
S0023720,U008913,2025-04-01 17:16:20,2025-04-01,Email,post_purchase,mobile,France,Chrome,False,6,312,False,False,0.0
S0023721,U001308,2025-04-01 18:47:40,2025-04-01,Organic Search,,mobile,France,Firefox,False,2,11,False,False,0.0
S0023722,U012282,2025-04-01 10:41:07,2025-04-01,Paid Search,competitor,desktop,Spain,Chrome,True,2,167,False,False,2.06
S0023723,U004221,2025-04-01 20:21:54,2025-04-01,Organic Search,,mobile,UK,Chrome,True,2,68,False,False,0.0
S0023724,U010943,2025-04-01 19:57:24,2025-04-01,Social,fb_prospecting,mobile,France,Chrome,True,1,77,True,False,0.78
S0023725,U001412,2025-04-01 23:19:19,2025-04-01,Organic Search,,mobile,Germany,Chrome,True,1,45,True,False,0.0
S0023726,U000911,2025-04-01 04:56:31,2025-04-01,Direct,,mobile,France,Chrome,True,1,49,True,False,0.0
S0023727,U006037,2025-04-01 22:53:27,2025-04-01,Social,ig_lookalike,desktop,UK,Chrome,True,5,201,False,False,0.43
S0023728,U012545,2025-04-01 10:09:14,2025-04-01,Direct,,mobile,France,Safari,True,6,56,False,False,0.0
S0023729,U003315,2025-04-01 15:42:13,2025-04-01,Organic Search,,desktop,France,Chrome,True,1,212,True,False,0.0
S0023730,U013813,2025-04-01 07:44:17,2025-04-01,Direct,,desktop,France,Chrome,False,2,156,False,False,0.0
S0023731,U004713,2025-04-01 17:24:55,2025-04-01,Organic Search,,mobile,UK,Safari,False,7,324,False,False,0.0
S0023732,U000890,2025-04-01 21:55:23,2025-04-01,Organic Search,,mobile,UK,Samsung Internet,False,1,280,True,False,0.0
S0023733,U008503,2025-04-01 20:12:02,2025-04-01,Organic Search,,tablet,USA,Chrome,False,1,35,True,False,0.0
S0023734,U000864,2025-04-01 19:52:37,2025-04-01,Organic Search,,tablet,France,Safari,True,3,78,False,False,0.0
S0023735,U005027,2025-04-01 13:43:03,2025-04-01,Direct,,desktop,Germany,Chrome,False,1,388,True,False,0.0
S0023736,U001995,2025-04-01 17:05:59,2025-04-01,Email,post_purchase,mobile,UK,Safari,True,1,326,True,False,0.0
S0023737,U007353,2025-04-01 23:01:01,2025-04-01,Direct,,desktop,USA,Firefox,True,2,490,False,False,0.0
S0023738,U007047,2025-04-01 09:08:38,2025-04-01,Organic Search,,mobile,France,Chrome,False,3,132,False,False,0.0
S0023739,U005491,2025-04-01 18:49:41,2025-04-01,Organic Search,,desktop,France,Chrome,False,1,40,True,False,0.0
S0023740,U000325,2025-04-01 12:41:31,2025-04-01,Direct,,mobile,Italy,Chrome,False,1,194,True,False,0.0
S0023741,U002131,2025-04-01 06:54:47,2025-04-01,Paid Search,running_keywords,desktop,UK,Chrome,False,1,470,True,False,1.19
S0023742,U011501,2025-04-01 12:21:32,2025-04-01,Email,weekly_newsletter,mobile,France,Samsung Internet,False,1,59,True,False,0.0
S0023743,U002378,2025-04-01 12:31:14,2025-04-01,Direct,,desktop,France,Chrome,True,1,225,True,False,0.0
S0023744,U009812,2025-04-01 11:30:44,2025-04-01,Direct,,desktop,Spain,Chrome,False,3,239,False,False,0.0
S0023745,U007167,2025-04-01 12:53:53,2025-04-01,Direct,,desktop,France,Chrome,True,2,269,False,False,0.0
S0023746,U000558,2025-04-01 22:03:04,2025-04-01,Organic Search,,desktop,France,Chrome,False,4,67,False,False,0.0
S0023747,U005004,2025-04-01 12:50:19,2025-04-01,Email,abandoned_cart,mobile,Spain,Chrome,True,2,484,False,False,0.0
S0023748,U005370,2025-04-01 19:36:35,2025-04-01,Organic Search,,tablet,USA,Samsung Internet,True,1,45,True,False,0.0
S0023749,U013903,2025-04-01 14:22:11,2025-04-01,Referral,,mobile,France,Safari,False,1,37,True,False,0.0
S0023750,U000339,2025-04-01 20:41:50,2025-04-01,Organic Search,,mobile,Belgium,Chrome,False,7,25,False,False,0.0
S0023751,U001258,2025-04-01 10:20:07,2025-04-01,Organic Search,,desktop,France,Chrome,True,1,44,True,False,0.0
S0023752,U001608,2025-04-01 07:29:17,2025-04-01,Social,fb_retargeting,mobile,Canada,Safari,True,1,120,True,False,0.7
S0023753,U013998,2025-04-01 15:28:39,2025-04-01,Email,post_purchase,tablet,France,Chrome,False,2,28,False,False,0.0
S0023754,U011284,2025-04-01 12:48:43,2025-04-01,Organic Search,,mobile,UK,Safari,True,4,111,False,False,0.0
S0023755,U007913,2025-04-01 18:13:33,2025-04-01,Referral,,desktop,USA,Safari,True,3,97,False,False,0.0
S0023756,U008753,2025-04-01 18:56:54,2025-04-01,Email,post_purchase,desktop,Germany,Chrome,True,3,123,False,False,0.0
S0023757,U004681,2025-04-01 14:29:17,2025-04-01,Paid Search,running_keywords,mobile,France,Chrome,False,1,67,True,False,0.76
S0023758,U008251,2025-04-01 18:43:20,2025-04-01,Organic Search,,desktop,Germany,Chrome,True,1,168,True,False,0.0
S0023759,U013108,2025-04-01 13:52:10,2025-04-01,Direct,,mobile,France,Chrome,True,1,177,True,False,0.0
S0023760,U000828,2025-04-01 05:48:18,2025-04-01,Direct,,tablet,France,Chrome,False,11,163,False,False,0.0
S0023761,U010730,2025-04-01 16:54:44,2025-04-01,Organic Search,,mobile,UK,Safari,True,1,46,True,False,0.0
S0023762,U013412,2025-04-01 14:57:30,2025-04-01,Organic Search,,tablet,UK,Safari,False,1,139,True,False,0.0
S0023763,U012164,2025-04-01 12:00:41,2025-04-01,Organic Search,,desktop,France,Samsung Internet,True,1,46,True,False,0.0
S0023764,U002592,2025-04-01 13:46:08,2025-04-01,Organic Search,,mobile,France,Firefox,True,3,205,False,False,0.0
S0023765,U003517,2025-04-01 17:47:58,2025-04-01,Paid Search,shoes_generic,mobile,Germany,Edge,True,1,73,True,False,1.17
S0023766,U000403,2025-04-01 17:55:49,2025-04-01,Organic Search,,mobile,USA,Safari,True,4,114,False,False,0.0
S0023767,U002317,2025-04-01 14:46:13,2025-04-01,Social,tiktok_brand,mobile,France,Chrome,False,1,48,True,False,1.0
S0023768,U003784,2025-04-01 18:35:24,2025-04-01,Paid Search,running_keywords,desktop,USA,Chrome,True,1,75,True,False,1.44
S0023769,U007646,2025-04-01 22:45:42,2025-04-01,Direct,,mobile,Germany,Chrome,True,3,413,False,False,0.0
S0023770,U009088,2025-04-01 07:41:36,2025-04-01,Paid Search,shoes_generic,mobile,Belgium,Chrome,True,5,261,False,False,1.39
S0023771,U004414,2025-04-01 13:22:08,2025-04-01,Social,fb_retargeting,desktop,USA,Samsung Internet,True,1,468,True,False,1.08
S0023772,U006184,2025-04-01 04:06:43,2025-04-01,Social,fb_retargeting,mobile,France,Safari,True,1,57,True,False,0.94
S0023773,U014555,2025-04-01 13:54:58,2025-04-01,Organic Search,,mobile,USA,Chrome,True,1,87,True,False,0.0
S0023774,U011137,2025-04-01 21:43:11,2025-04-01,Display,programmatic,mobile,USA,Chrome,False,5,54,False,False,0.24
S0023775,U000852,2025-04-01 15:26:06,2025-04-01,Social,fb_prospecting,mobile,France,Chrome,False,7,65,False,False,1.04
S0023776,U003424,2025-04-01 10:19:51,2025-04-01,Organic Search,,desktop,USA,Chrome,True,4,10,False,False,0.0
S0023777,U012298,2025-04-01 07:12:09,2025-04-01,Organic Search,,mobile,USA,Safari,False,2,32,False,False,0.0
S0023778,U010963,2025-04-01 20:59:22,2025-04-01,Organic Search,,mobile,Spain,Firefox,False,1,273,True,False,0.0
S0023779,U011238,2025-04-01 18:06:51,2025-04-01,Paid Search,running_keywords,mobile,France,Chrome,False,3,176,False,False,2.41
S0023780,U003163,2025-04-01 08:12:21,2025-04-01,Organic Search,,mobile,Germany,Chrome,True,1,39,True,False,0.0
S0023781,U007462,2025-04-01 09:46:01,2025-04-01,Email,post_purchase,tablet,France,Chrome,True,8,155,False,False,0.0
S0023782,U013454,2025-04-01 07:24:23,2025-04-01,Organic Search,,desktop,France,Safari,True,3,22,False,False,0.0
S0023783,U011877,2025-04-01 11:08:36,2025-04-01,Direct,,desktop,France,Safari,False,4,132,False,True,0.0
S0023784,U011363,2025-04-01 16:17:36,2025-04-01,Paid Search,competitor,mobile,USA,Chrome,True,1,223,True,False,0.73
S0023785,U009405,2025-04-01 14:51:09,2025-04-01,Direct,,mobile,France,Chrome,True,5,189,False,False,0.0
S0023786,U006890,2025-04-01 09:29:14,2025-04-01,Organic Search,,mobile,Germany,Chrome,False,2,185,False,False,0.0
S0023787,U001670,2025-04-01 11:10:58,2025-04-01,Organic Search,,mobile,USA,Chrome,True,1,136,True,False,0.0
S0023788,U014432,2025-04-01 11:03:37,2025-04-01,Organic Search,,desktop,Italy,Chrome,True,3,146,False,False,0.0
S0023789,U014767,2025-04-01 11:37:59,2025-04-01,Paid Search,brand_search,mobile,UK,Chrome,False,1,340,True,False,1.29
S0023790,U002142,2025-04-01 10:59:22,2025-04-01,Email,win_back,mobile,France,Chrome,False,1,268,True,False,0.0
S0023791,U009722,2025-04-01 09:23:23,2025-04-01,Organic Search,,mobile,France,Chrome,True,6,164,False,False,0.0
S0023792,U011406,2025-04-01 19:20:13,2025-04-01,Social,tiktok_brand,mobile,France,Chrome,False,1,80,True,False,1.11
S0023793,U000579,2025-04-01 15:46:11,2025-04-01,Social,ig_lookalike,mobile,France,Samsung Internet,True,4,43,False,False,0.71
S0023794,U004608,2025-04-01 20:51:50,2025-04-01,Social,ig_lookalike,mobile,Germany,Chrome,True,3,59,False,False,0.8
S0023795,U014645,2025-04-01 09:44:23,2025-04-01,Organic Search,,mobile,France,Edge,False,7,50,False,False,0.0
S0023796,U010793,2025-04-01 18:51:19,2025-04-01,Referral,,mobile,France,Safari,True,5,56,False,False,0.0
S0023797,U010419,2025-04-01 16:19:57,2025-04-01,Organic Search,,desktop,France,Safari,False,1,126,True,False,0.0
S0023798,U003296,2025-04-01 15:56:19,2025-04-01,Organic Search,,mobile,USA,Firefox,True,4,144,False,False,0.0
S0023799,U012655,2025-04-01 08:08:03,2025-04-01,Direct,,tablet,Canada,Safari,False,3,115,False,False,0.0
S0023800,U012514,2025-04-01 13:20:25,2025-04-01,Paid Search,brand_search,desktop,UK,Edge,True,1,92,True,False,0.89
S0023801,U004037,2025-04-01 09:06:37,2025-04-01,Organic Search,,mobile,Spain,Chrome,False,2,189,False,False,0.0
S0023802,U001410,2025-04-01 08:47:24,2025-04-01,Organic Search,,mobile,Belgium,Chrome,False,9,76,False,False,0.0
S0023803,U006208,2025-04-01 18:42:31,2025-04-01,Organic Search,,mobile,France,Chrome,True,1,68,True,False,0.0
S0023804,U008904,2025-04-01 13:10:22,2025-04-01,Direct,,desktop,France,Chrome,False,6,376,False,False,0.0
S0023805,U008295,2025-04-01 12:07:48,2025-04-01,Organic Search,,mobile,Spain,Safari,False,1,133,True,False,0.0
S0023806,U004995,2025-04-01 12:17:47,2025-04-01,Organic Search,,mobile,France,Safari,False,1,56,True,False,0.0
S0023807,U000173,2025-04-01 06:17:29,2025-04-01,Social,ig_lookalike,desktop,France,Chrome,True,1,253,True,False,0.88
S0023808,U010594,2025-04-01 08:31:53,2025-04-01,Direct,,mobile,UK,Safari,False,2,153,False,False,0.0
S0023809,U009472,2025-04-01 22:54:43,2025-04-01,Direct,,mobile,France,Safari,False,5,295,False,False,0.0
S0023810,U011399,2025-04-01 09:10:06,2025-04-01,Organic Search,,mobile,USA,Firefox,True,5,49,False,False,0.0
S0023811,U009417,2025-04-01 12:50:54,2025-04-01,Direct,,mobile,Italy,Safari,True,5,136,False,False,0.0
S0023812,U004660,2025-04-01 12:34:36,2025-04-01,Referral,,desktop,France,Chrome,True,1,118,True,False,0.0
S0023813,U014443,2025-04-01 11:10:10,2025-04-01,Direct,,desktop,France,Safari,False,1,114,True,False,0.0
S0023814,U000335,2025-04-01 12:44:38,2025-04-01,Organic Search,,mobile,France,Chrome,True,2,172,False,False,0.0
S0023815,U003238,2025-04-01 14:27:02,2025-04-01,Organic Search,,mobile,France,Safari,True,2,166,False,False,0.0
S0023816,U005329,2025-04-01 11:01:06,2025-04-01,Organic Search,,mobile,France,Safari,True,1,187,True,False,0.0
S0023817,U014155,2025-04-01 19:43:53,2025-04-01,Direct,,mobile,UK,Chrome,True,6,79,False,False,0.0
S0023818,U001520,2025-04-01 13:32:58,2025-04-01,Organic Search,,desktop,UK,Chrome,True,2,143,False,False,0.0
S0023819,U005002,2025-04-01 07:56:21,2025-04-01,Referral,,desktop,USA,Safari,True,1,74,True,False,0.0
S0023820,U001234,2025-04-01 10:14:10,2025-04-01,Direct,,mobile,France,Chrome,True,1,19,True,False,0.0
S0023821,U013041,2025-04-01 06:49:00,2025-04-01,Email,weekly_newsletter,desktop,Italy,Chrome,True,1,135,True,False,0.0
S0023822,U011385,2025-04-01 06:50:03,2025-04-01,Display,youtube_brand,mobile,France,Chrome,True,1,27,True,False,0.34
S0023823,U001573,2025-04-01 19:12:43,2025-04-01,Email,weekly_newsletter,mobile,USA,Chrome,True,1,83,True,False,0.0
S0023824,U013261,2025-04-01 15:02:36,2025-04-01,Organic Search,,mobile,France,Chrome,True,3,178,False,False,0.0
S0023825,U006398,2025-04-01 21:35:20,2025-04-01,Paid Search,competitor,mobile,France,Chrome,False,3,82,False,False,2.22
S0023826,U014925,2025-04-01 13:08:36,2025-04-01,Social,ig_lookalike,desktop,France,Edge,True,4,154,False,False,0.96
S0023827,U013560,2025-04-01 18:51:00,2025-04-01,Direct,,mobile,Germany,Chrome,False,10,40,False,True,0.0
S0023828,U012428,2025-04-01 05:20:45,2025-04-01,Direct,,desktop,France,Firefox,True,1,208,True,False,0.0
S0023829,U014972,2025-04-01 08:48:07,2025-04-01,Email,win_back,mobile,Belgium,Chrome,True,10,209,False,False,0.0
S0023830,U010474,2025-04-01 15:59:51,2025-04-01,Direct,,mobile,UK,Chrome,True,1,277,True,False,0.0
S0023831,U007922,2025-04-01 12:57:39,2025-04-01,Social,ig_lookalike,mobile,France,Chrome,False,2,99,False,False,0.63
S0023832,U003342,2025-04-01 10:51:56,2025-04-01,Direct,,desktop,France,Chrome,False,1,112,True,False,0.0
S0023833,U009662,2025-04-01 17:44:51,2025-04-01,Direct,,desktop,Canada,Samsung Internet,True,13,274,False,False,0.0
S0023834,U002226,2025-04-01 14:28:21,2025-04-01,Social,fb_prospecting,mobile,UK,Chrome,True,3,117,False,False,0.92
S0023835,U004110,2025-04-01 18:22:54,2025-04-01,Organic Search,,mobile,Belgium,Chrome,False,1,120,True,False,0.0
S0023836,U001829,2025-04-01 12:46:27,2025-04-01,Email,win_back,mobile,USA,Edge,False,1,128,True,False,0.0
S0023837,U006469,2025-04-01 20:45:17,2025-04-01,Referral,,mobile,USA,Chrome,True,4,214,False,False,0.0
S0023838,U003465,2025-04-01 17:19:56,2025-04-01,Direct,,mobile,France,Safari,False,1,236,True,False,0.0
S0023839,U013211,2025-04-01 21:09:43,2025-04-01,Referral,,tablet,Italy,Firefox,True,3,50,False,False,0.0
S0023840,U010876,2025-04-01 07:42:17,2025-04-01,Organic Search,,tablet,France,Chrome,True,1,70,True,False,0.0
S0023841,U001094,2025-04-01 17:47:12,2025-04-01,Organic Search,,desktop,USA,Safari,True,1,88,True,False,0.0
S0023842,U004703,2025-04-01 17:07:12,2025-04-01,Email,weekly_newsletter,mobile,France,Chrome,True,6,183,False,False,0.0
S0023843,U005404,2025-04-01 21:19:15,2025-04-01,Organic Search,,mobile,France,Firefox,True,1,208,True,False,0.0
S0023844,U014974,2025-04-01 17:30:40,2025-04-01,Direct,,mobile,USA,Safari,True,11,123,False,False,0.0
S0023845,U011159,2025-04-01 12:25:42,2025-04-01,Social,ig_lookalike,tablet,France,Safari,True,6,99,False,False,1.12
S0023846,U010115,2025-04-01 09:52:42,2025-04-01,Organic Search,,mobile,Germany,Chrome,True,1,67,True,False,0.0
S0023847,U011992,2025-04-01 09:14:18,2025-04-01,Organic Search,,mobile,France,Firefox,False,1,150,True,False,0.0
S0023848,U003379,2025-04-01 15:57:36,2025-04-01,Social,fb_prospecting,desktop,USA,Safari,True,1,119,True,False,0.98
S0023849,U012702,2025-04-01 10:12:44,2025-04-01,Email,abandoned_cart,mobile,USA,Chrome,False,1,123,True,False,0.0
S0023850,U013671,2025-04-01 12:26:11,2025-04-01,Display,youtube_brand,mobile,Germany,Chrome,False,1,18,True,False,0.19
S0023851,U001412,2025-04-01 18:41:19,2025-04-01,Direct,,desktop,UK,Chrome,True,2,406,False,False,0.0
S0023852,U009084,2025-04-01 07:12:38,2025-04-01,Paid Search,competitor,mobile,France,Chrome,False,1,24,True,False,0.77
S0023853,U008892,2025-04-01 16:56:49,2025-04-01,Organic Search,,mobile,France,Safari,False,2,291,False,False,0.0
S0023854,U000627,2025-04-01 16:12:02,2025-04-01,Email,weekly_newsletter,desktop,France,Safari,False,12,142,False,False,0.0
S0023855,U002832,2025-04-01 17:03:19,2025-04-01,Referral,,desktop,France,Safari,True,1,137,True,False,0.0
S0023856,U013687,2025-04-01 18:17:51,2025-04-01,Organic Search,,mobile,Germany,Firefox,False,1,90,True,False,0.0
S0023857,U013353,2025-04-01 15:18:56,2025-04-01,Organic Search,,desktop,Germany,Firefox,True,2,123,False,False,0.0
S0023858,U008310,2025-04-01 16:35:08,2025-04-01,Organic Search,,mobile,Germany,Chrome,True,1,50,True,False,0.0
S0023859,U007649,2025-04-01 11:10:41,2025-04-01,Email,post_purchase,desktop,France,Chrome,False,3,202,False,False,0.0
S0023860,U014211,2025-04-01 15:32:52,2025-04-01,Organic Search,,desktop,France,Chrome,False,1,473,True,False,0.0
S0023861,U014362,2025-04-01 22:04:52,2025-04-01,Direct,,mobile,Germany,Edge,True,7,57,False,False,0.0
S0023862,U000096,2025-04-01 07:51:29,2025-04-01,Social,fb_retargeting,mobile,France,Chrome,True,1,37,True,False,1.19
S0023863,U002725,2025-04-01 04:48:19,2025-04-01,Direct,,desktop,UK,Chrome,True,8,173,False,False,0.0
S0023864,U010849,2025-04-01 08:11:02,2025-04-01,Organic Search,,desktop,France,Firefox,False,2,150,False,False,0.0
S0023865,U012374,2025-04-01 16:05:57,2025-04-01,Organic Search,,desktop,France,Chrome,False,1,46,True,False,0.0
S0023866,U008967,2025-04-01 11:24:53,2025-04-01,Organic Search,,mobile,USA,Chrome,True,2,142,False,False,0.0
S0023867,U003183,2025-04-01 16:03:26,2025-04-01,Social,fb_retargeting,mobile,Belgium,Chrome,False,2,23,False,False,1.01
S0023868,U006464,2025-04-01 06:41:00,2025-04-01,Direct,,mobile,Spain,Samsung Internet,False,11,262,False,False,0.0
S0023869,U005914,2025-04-01 17:40:01,2025-04-01,Referral,,mobile,France,Edge,False,2,62,False,False,0.0
S0023870,U006163,2025-04-01 19:15:49,2025-04-01,Organic Search,,mobile,Spain,Chrome,True,1,8,True,False,0.0
S0023871,U007979,2025-04-01 09:43:43,2025-04-01,Organic Search,,mobile,Italy,Edge,False,1,40,True,False,0.0
S0023872,U001472,2025-04-01 18:44:20,2025-04-01,Email,weekly_newsletter,mobile,Germany,Chrome,True,1,449,True,False,0.0
S0023873,U011202,2025-04-01 13:43:06,2025-04-01,Display,youtube_brand,mobile,France,Chrome,False,1,39,True,False,0.29
S0023874,U010258,2025-04-01 18:44:20,2025-04-01,Paid Search,competitor,mobile,Italy,Chrome,False,2,54,False,False,1.42
S0023875,U007428,2025-04-01 11:19:22,2025-04-01,Social,ig_lookalike,mobile,Germany,Firefox,False,5,12,False,False,0.57
S0023876,U004638,2025-04-01 09:56:30,2025-04-01,Direct,,desktop,USA,Safari,False,6,130,False,False,0.0
S0023877,U006242,2025-04-01 09:12:16,2025-04-01,Direct,,mobile,France,Edge,False,4,92,False,False,0.0
S0023878,U004775,2025-04-01 04:29:07,2025-04-01,Referral,,mobile,Spain,Safari,False,5,206,False,False,0.0
S0023879,U012263,2025-04-01 19:06:11,2025-04-01,Organic Search,,desktop,USA,Chrome,True,3,376,False,False,0.0
S0023880,U002466,2025-04-01 09:22:58,2025-04-01,Social,tiktok_brand,mobile,Spain,Chrome,True,1,74,True,False,0.96
S0023881,U008952,2025-04-01 20:30:58,2025-04-01,Direct,,mobile,France,Chrome,False,5,197,False,False,0.0
S0023882,U011973,2025-04-01 20:12:37,2025-04-01,Organic Search,,desktop,France,Chrome,False,1,80,True,False,0.0
S0023883,U011380,2025-04-01 11:01:59,2025-04-01,Direct,,desktop,Canada,Safari,True,1,236,True,False,0.0
S0023884,U001656,2025-04-01 18:21:04,2025-04-01,Direct,,desktop,Germany,Safari,True,1,188,True,False,0.0
